ID,Player Type,Winner?,Points,Total Money,Money from GO,Money from Chest,Money from properties,Starting Position,Number of Moves,Path,Times Passed Go,Times in Jail,Properties,Chest Cards,Chest Card Payout,Total Wait
1.0,greedy,Loser,17.5,11000,6000.0,0,8000,0,29,"[4, 6, 9, 11, 13, 19, 21, 26, 28, 30, 4, 8, 12, 15, 19, 24, 8, 14, 20, 25, 28, 29, 1, 6, 10, 11, 16, 19, 25, 30]",6.0,1.0,"[4, 9, 11, 13, 21, 28, 25, 30]","[2, 6, 7]",[],19.8
2.0,greedy,Winner,23.0,14000,5000.0,2000,10000,0,28,"[5, 8, 10, 12, 15, 19, 20, 21, 23, 28, 29, 31, 3, 7, 13, 15, 16, 18, 23, 26, 31, 4, 5, 10, 11, 15, 19, 21]",5.0,0.0,"[10, 12, 15, 20, 29, 31, 3, 18]","[9, 4, 1]","[[1, 2000]]",19.76
3.0,greedy,Loser,25.5,10000,5000.0,0,9000,0,27,"[5, 6, 10, 14, 19, 23, 26, 27, 31, 1, 6, 10, 16, 17, 18, 24, 8, 12, 16, 18, 19, 22, 25, 28, 30, 31, 5, 11]",5.0,1.0,"[5, 6, 14, 19, 23, 26, 1, 17, 22]","[11, 10, 12]",[],19.630000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,67,20.03434181213379,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,17.5,13000,6000.0,2000,9000,0,28,"[2, 6, 10, 13, 15, 20, 25, 28, 2, 5, 10, 11, 14, 17, 19, 20, 23, 26, 27, 30, 4, 8, 13, 16, 21, 24, 8, 11, 17]",6.0,1.0,"[2, 6, 10, 13, 20, 25, 5, 26, 21]","[2, 4, 3]","[[3, 2000]]",19.94
2.0,greedy,Loser,23.0,10000,5000.0,0,10000,0,26,"[1, 7, 11, 15, 18, 19, 23, 27, 28, 1, 7, 13, 17, 23, 25, 29, 30, 2, 7, 11, 14, 19, 20, 22, 25, 28]",5.0,0.0,"[1, 7, 11, 15, 18, 19, 23, 29, 14, 28]","[10, 12, 9]",[],19.710000000000004
3.0,greedy,Winner,26.5,14000,6000.0,3000,8000,0,28,"[1, 2, 4, 8, 9, 13, 17, 22, 25, 30, 31, 5, 11, 13, 19, 23, 24, 8, 13, 17, 23, 29, 3, 8, 13, 16, 20, 21, 27]",6.0,1.0,"[4, 9, 17, 22, 30, 31, 3, 27]","[1, 5, 11]","[[1, 2000], [11, 1000]]",19.660000000000004
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,68,20.104583263397213,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,17.5,10000,5000.0,0,8000,0,29,"[2, 7, 11, 13, 18, 20, 23, 29, 31, 3, 7, 9, 13, 17, 21, 23, 27, 0, 1, 6, 8, 9, 11, 12, 13, 16, 17, 22, 23]",5.0,0.0,"[2, 7, 11, 18, 20, 29, 3, 27]","[9, 12, 2]",[],19.61
2.0,greedy,Winner,24.0,19000,5000.0,6000,13000,0,26,"[4, 9, 14, 19, 21, 23, 24, 8, 10, 13, 18, 22, 26, 28, 29, 1, 6, 8, 13, 19, 22, 28, 2, 3, 5, 8, 12]",5.0,1.0,"[4, 9, 14, 19, 21, 23, 22, 6, 28, 5]","[1, 8, 6]","[[1, 2000], [6, 4000]]",20.020000000000003
3.0,greedy,Loser,26.5,12000,6000.0,1000,6000,0,31,"[1, 2, 8, 13, 17, 18, 20, 24, 8, 11, 12, 18, 24, 8, 13, 14, 18, 23, 26, 0, 6, 9, 10, 14, 20, 21, 23, 24, 8, 10, 12, 17, 23, 29]",6.0,3.0,"[1, 13, 17, 12, 26, 10]","[10, 11, 5]","[[11, 1000]]",19.62
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,69,20.088860273361206,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,17.5,12000,5000.0,2000,8000,0,28,"[6, 7, 9, 13, 15, 18, 22, 26, 30, 2, 7, 8, 12, 14, 15, 19, 25, 30, 0, 5, 7, 10, 12, 15, 16, 20, 22, 23]",5.0,0.0,"[6, 7, 9, 15, 26, 19, 10, 23]","[4, 9, 1]","[[1, 2000]]",19.620000000000005
2.0,greedy,Winner,25.0,14000,6000.0,3000,8000,0,29,"[4, 8, 11, 16, 20, 22, 28, 30, 2, 5, 10, 13, 16, 21, 25, 27, 28, 0, 4, 10, 15, 21, 22, 26, 27, 0, 6, 7, 11]",6.0,0.0,"[4, 11, 20, 22, 28, 30, 5, 21]","[8, 11, 10]","[[11, 1000], [11, 1000], [11, 1000]]",20.01
3.0,greedy,Loser,26.5,12000,5000.0,2000,8000,0,28,"[2, 6, 11, 13, 16, 18, 24, 8, 14, 15, 18, 24, 8, 12, 17, 18, 21, 25, 26, 27, 30, 2, 7, 9, 13, 17, 18, 21, 23, 24]",5.0,2.0,"[2, 13, 18, 14, 12, 17, 25, 27]","[3, 6, 7]","[[3, 2000]]",19.96
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,70,20.00010108947754,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,17.5,12000,5000.0,2000,9000,0,27,"[2, 4, 6, 12, 17, 18, 23, 24, 8, 10, 16, 17, 18, 22, 26, 28, 0, 1, 6, 8, 10, 13, 19, 24, 8, 14, 18, 22, 25]",5.0,2.0,"[2, 12, 17, 18, 23, 10, 28, 13, 25]","[8, 11, 6]","[[11, 1000], [11, 1000]]",19.650000000000006
2.0,greedy,Winner,26.0,17000,6000.0,2000,13000,0,28,"[3, 7, 11, 16, 22, 26, 31, 2, 7, 11, 16, 19, 23, 29, 1, 7, 10, 13, 14, 15, 16, 19, 20, 23, 24, 8, 9, 12, 18]",6.0,1.0,"[3, 7, 11, 22, 26, 31, 19, 29, 1]","[5, 10, 7]","[[10, 1000], [10, 1000]]",19.92
3.0,greedy,Loser,26.5,15000,6000.0,4000,8000,0,29,"[4, 6, 9, 12, 14, 15, 21, 25, 28, 29, 3, 8, 10, 15, 20, 26, 27, 30, 0, 2, 7, 8, 14, 17, 20, 24, 8, 12, 18, 23]",6.0,1.0,"[4, 6, 9, 14, 15, 21, 20, 27]","[4, 3, 1]","[[3, 2000], [1, 2000]]",19.67
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,71,20.000899076461792,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,17.5,15000,6000.0,4000,8000,0,30,"[4, 8, 12, 13, 16, 21, 22, 25, 28, 0, 4, 8, 13, 18, 19, 22, 26, 28, 31, 0, 3, 6, 7, 10, 12, 17, 23, 29, 31, 1]",6.0,0.0,"[4, 12, 13, 21, 22, 25, 19, 31]","[3, 5, 2]","[[3, 2000], [2, 2000]]",19.87
2.0,greedy,Winner,27.0,16000,6000.0,3000,12000,0,26,"[6, 7, 10, 15, 16, 20, 23, 29, 1, 2, 5, 8, 10, 16, 22, 26, 28, 30, 3, 9, 11, 17, 22, 28, 30, 0]",6.0,0.0,"[6, 7, 15, 20, 29, 1, 2, 28, 3, 17]","[9, 1, 12]","[[1, 2000], [12, 1000]]",19.87
3.0,greedy,Loser,26.5,10000,5000.0,0,9000,0,27,"[5, 8, 10, 14, 18, 23, 26, 30, 4, 6, 8, 11, 12, 16, 18, 23, 27, 1, 5, 11, 12, 16, 17, 18, 20, 25, 30]",5.0,0.0,"[5, 10, 14, 18, 23, 26, 11, 27, 30]","[7, 11, 4]",[],19.9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,72,20.084270477294922,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,18.5,16000,6000.0,3000,11000,0,28,"[5, 10, 15, 21, 24, 8, 14, 15, 16, 21, 22, 27, 29, 1, 3, 5, 8, 14, 18, 21, 27, 31, 4, 5, 11, 14, 16, 21, 27]",6.0,1.0,"[5, 10, 15, 21, 22, 27, 29, 1, 31]","[1, 12, 5]","[[1, 2000], [12, 1000]]",19.81
2.0,greedy,Loser,27.0,10000,5000.0,0,9000,0,27,"[2, 3, 6, 9, 14, 19, 24, 8, 11, 16, 19, 22, 24, 8, 10, 14, 18, 20, 23, 28, 0, 4, 10, 11, 17, 19, 21, 26, 27]",5.0,2.0,"[2, 3, 6, 11, 18, 23, 28, 4, 17]","[10, 6, 2]",[],19.78
3.0,greedy,Loser,26.5,10000,5000.0,0,8000,0,29,"[2, 7, 9, 14, 19, 20, 21, 26, 29, 31, 2, 3, 6, 7, 10, 15, 20, 21, 26, 29, 0, 6, 8, 12, 13, 16, 22, 26, 30]",5.0,0.0,"[7, 9, 14, 19, 20, 26, 12, 13]","[4, 9, 7]",[],20.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,73,20.000667810440067,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,18.5,10000,5000.0,0,8000,0,28,"[1, 4, 5, 10, 11, 12, 15, 21, 26, 30, 2, 3, 4, 9, 11, 13, 15, 18, 24, 8, 11, 12, 15, 21, 23, 26, 30, 31, 1]",5.0,1.0,"[5, 10, 15, 26, 30, 3, 9, 31]","[2, 4, 10]",[],19.739999999999995
2.0,greedy,Winner,28.0,11000,6000.0,0,9000,0,28,"[1, 2, 6, 11, 13, 16, 21, 27, 0, 1, 6, 8, 13, 16, 21, 27, 0, 1, 6, 7, 8, 10, 16, 19, 23, 25, 29, 2]",6.0,0.0,"[1, 2, 6, 13, 21, 27, 7, 25, 29]","[8, 9, 11]",[],19.77
3.0,greedy,Loser,26.5,10000,5000.0,0,9000,0,27,"[4, 8, 11, 12, 13, 15, 18, 19, 23, 27, 31, 4, 6, 12, 14, 16, 21, 26, 0, 5, 8, 11, 12, 18, 20, 22, 24]",5.0,0.0,"[4, 11, 12, 18, 19, 23, 14, 20, 22]","[5, 7, 6]",[],19.830000000000005
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,74,20.09771156311035,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,19.0,12000,5000.0,2000,9000,0,28,"[1, 2, 4, 5, 9, 11, 12, 15, 19, 25, 29, 3, 9, 10, 16, 17, 22, 27, 1, 4, 5, 6, 10, 11, 13, 16, 22, 27]",5.0,0.0,"[1, 2, 4, 9, 15, 19, 10, 17, 27]","[12, 2, 1]","[[1, 2000]]",19.9
2.0,greedy,Tie,28.5,12000,5000.0,2000,9000,0,27,"[3, 6, 8, 11, 12, 18, 21, 24, 8, 14, 16, 22, 28, 30, 31, 1, 4, 5, 6, 9, 13, 14, 15, 19, 25, 29, 0, 4]",5.0,1.0,"[3, 6, 11, 18, 21, 22, 28, 13, 29]","[3, 6, 5]","[[3, 2000]]",19.740000000000013
3.0,greedy,Loser,26.5,10000,5000.0,0,9000,0,27,"[5, 7, 12, 14, 20, 25, 26, 29, 2, 7, 9, 12, 18, 21, 24, 8, 14, 17, 20, 21, 23, 26, 31, 5, 7, 10, 11, 13]",5.0,1.0,"[5, 7, 12, 14, 20, 25, 23, 26, 31]","[9, 7, 8]",[],19.880000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,75,20.071112394332886,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,20.0,14000,6000.0,1000,12000,0,25,"[3, 8, 14, 18, 19, 21, 24, 8, 10, 13, 14, 15, 19, 25, 30, 2, 8, 14, 19, 24, 8, 14, 18, 22, 26, 30, 1]",6.0,2.0,"[3, 14, 19, 21, 10, 15, 25, 26, 30, 1]","[10, 11, 4]","[[10, 1000]]",19.71
2.0,greedy,Loser,28.5,13000,6000.0,2000,6000,0,30,"[2, 3, 6, 12, 14, 16, 21, 24, 8, 13, 19, 23, 24, 8, 14, 18, 24, 8, 11, 15, 20, 24, 8, 13, 14, 19, 22, 24, 8, 11, 15, 21, 22, 26, 27]",6.0,5.0,"[2, 6, 12, 23, 11, 27]","[12, 1, 6]","[[1, 2000]]",19.990000000000006
3.0,greedy,Loser,26.5,13000,6000.0,2000,8000,0,28,"[2, 7, 13, 18, 20, 22, 28, 2, 4, 6, 7, 11, 16, 17, 23, 28, 29, 3, 7, 13, 17, 18, 20, 24, 8, 13, 18, 20, 23]",6.0,1.0,"[7, 13, 18, 20, 22, 28, 4, 17]","[3, 7, 9]","[[3, 2000]]",19.630000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,76,20.072464466094967,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,21.0,14000,5000.0,2000,10000,0,29,"[3, 8, 13, 14, 16, 22, 23, 26, 30, 31, 2, 8, 11, 13, 15, 21, 24, 8, 12, 14, 19, 22, 23, 29, 31, 0, 1, 3, 4, 5]",5.0,1.0,"[3, 13, 14, 22, 26, 31, 2, 29]","[2, 6, 11]","[[2, 2000]]",19.99
2.0,greedy,Loser,28.5,11000,6000.0,0,8000,0,29,"[4, 9, 12, 18, 23, 25, 28, 30, 0, 4, 6, 10, 13, 18, 21, 26, 0, 1, 6, 10, 12, 14, 15, 18, 23, 28, 2, 4, 6]",6.0,0.0,"[4, 12, 18, 23, 25, 30, 10, 1]","[5, 12, 7]",[],19.75
3.0,greedy,Loser,26.5,13000,6000.0,2000,9000,0,28,"[3, 9, 11, 13, 14, 19, 22, 28, 0, 6, 8, 9, 15, 17, 21, 23, 27, 28, 2, 5, 7, 10, 16, 22, 23, 29, 2, 3]",6.0,0.0,"[9, 11, 19, 28, 6, 15, 17, 21, 5]","[1, 9, 4]","[[1, 2000]]",19.540000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,77,20.076457977294922,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,21.0,11000,6000.0,0,8000,0,29,"[5, 8, 9, 14, 20, 23, 25, 28, 1, 2, 3, 5, 7, 13, 17, 21, 27, 29, 1, 4, 7, 10, 12, 15, 20, 25, 27, 1, 5]",6.0,0.0,"[9, 20, 23, 1, 2, 7, 13, 17]","[4, 2, 6]",[],19.830000000000005
2.0,greedy,Loser,28.5,11000,6000.0,0,8000,0,29,"[5, 8, 14, 15, 19, 25, 28, 30, 31, 1, 3, 4, 6, 11, 16, 17, 22, 25, 29, 30, 2, 6, 12, 13, 16, 21, 27, 31, 1]",6.0,0.0,"[5, 14, 15, 19, 28, 30, 11, 22]","[7, 5, 10]",[],19.610000000000007
3.0,greedy,Winner,27.5,13000,6000.0,2000,9000,0,27,"[3, 9, 10, 15, 20, 25, 31, 4, 6, 10, 15, 19, 23, 27, 31, 1, 4, 6, 12, 17, 20, 21, 27, 28, 31, 2, 5]",6.0,0.0,"[3, 10, 25, 31, 4, 6, 27, 12, 21]","[12, 8, 3]","[[3, 2000]]",19.43
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,78,20.00032448768616,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,22.0,16000,7000.0,4000,8000,0,28,"[6, 10, 16, 21, 27, 31, 2, 5, 6, 11, 14, 20, 21, 25, 30, 31, 2, 8, 12, 15, 20, 26, 0, 6, 11, 15, 16, 21]",7.0,0.0,"[6, 10, 21, 27, 31, 2, 11, 20]","[5, 3, 1]","[[3, 2000], [1, 2000]]",19.73
2.0,greedy,Loser,28.5,12000,5000.0,2000,8000,0,28,"[5, 6, 10, 16, 19, 22, 23, 24, 8, 14, 15, 16, 21, 24, 8, 10, 16, 18, 24, 8, 12, 14, 15, 16, 20, 26, 27, 30, 2, 4, 9]",5.0,3.0,"[5, 19, 22, 23, 15, 18, 12, 4]","[11, 10, 4]","[[11, 1000], [11, 1000]]",19.75
3.0,greedy,Loser,27.5,13000,5000.0,1000,11000,0,28,"[1, 6, 10, 14, 16, 22, 26, 29, 30, 0, 2, 3, 5, 10, 14, 16, 20, 25, 28, 29, 2, 7, 12, 16, 20, 23, 27, 31]",5.0,0.0,"[1, 14, 26, 29, 30, 3, 25, 28, 7]","[2, 12, 8]","[[12, 1000]]",19.78
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,79,20.065035581588745,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,22.0,13000,6000.0,2000,10000,0,25,"[6, 8, 13, 18, 21, 24, 8, 13, 17, 20, 26, 31, 4, 10, 15, 18, 23, 28, 0, 3, 9, 15, 18, 24, 8, 9, 15]",6.0,2.0,"[6, 13, 18, 21, 20, 26, 10, 23, 28, 3]","[10, 9, 3]","[[3, 2000]]",19.43
2.0,greedy,Loser,28.5,11000,6000.0,0,8000,0,28,"[1, 6, 9, 15, 16, 22, 25, 31, 4, 5, 7, 12, 15, 20, 21, 26, 30, 0, 2, 6, 11, 12, 13, 15, 21, 24, 8, 14, 18]",6.0,1.0,"[1, 9, 15, 22, 25, 31, 4, 12]","[8, 6, 5]",[],19.76
3.0,greedy,Winner,28.5,14000,5000.0,2000,11000,0,27,"[2, 8, 11, 17, 19, 24, 8, 11, 17, 19, 21, 26, 30, 31, 0, 6, 7, 10, 14, 20, 26, 27, 1, 3, 4, 5, 7, 10]",5.0,1.0,"[2, 11, 17, 19, 30, 7, 14, 27, 5]","[1, 2, 11]","[[1, 2000]]",19.83
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,80,20.094201564788822,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,22.0,10000,5000.0,0,9000,0,27,"[4, 5, 11, 14, 16, 20, 26, 0, 4, 8, 10, 11, 13, 17, 18, 24, 8, 9, 13, 18, 19, 23, 26, 29, 0, 4, 6, 7]",5.0,1.0,"[5, 11, 14, 20, 26, 10, 13, 18, 29]","[6, 9, 4]",[],19.840000000000007
2.0,greedy,Loser,28.5,13000,6000.0,2000,8000,0,29,"[6, 7, 11, 15, 21, 23, 24, 8, 14, 17, 19, 22, 24, 8, 14, 16, 21, 26, 28, 30, 2, 6, 7, 13, 18, 21, 24, 8, 12, 13, 19, 22]",6.0,3.0,"[6, 7, 15, 21, 23, 19, 28, 30]","[3, 2, 7]","[[3, 2000]]",19.55
3.0,greedy,Winner,29.5,14000,5000.0,4000,9000,0,27,"[4, 5, 9, 12, 17, 22, 25, 29, 0, 2, 7, 9, 12, 14, 18, 23, 25, 27, 31, 5, 11, 15, 17, 19, 25, 30, 31]",5.0,0.0,"[4, 9, 12, 17, 22, 25, 2, 27, 31]","[11, 1, 5]","[[11, 1000], [11, 1000], [1, 2000]]",19.45
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,81,20.123937368392944,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,22.0,11000,6000.0,0,9000,0,27,"[6, 12, 17, 20, 22, 24, 8, 11, 17, 19, 23, 27, 29, 1, 4, 7, 11, 12, 15, 19, 20, 23, 29, 1, 4, 8, 12, 18]",6.0,1.0,"[6, 12, 17, 20, 22, 11, 27, 1, 18]","[12, 8, 10]",[],19.520000000000003
2.0,greedy,Loser,28.5,12000,6000.0,1000,7000,0,30,"[3, 7, 13, 19, 20, 22, 23, 25, 30, 4, 10, 15, 19, 20, 22, 27, 1, 3, 8, 11, 13, 14, 17, 20, 23, 28, 1, 4, 8, 11]",6.0,0.0,"[3, 7, 13, 19, 25, 30, 4]","[5, 2, 11]","[[11, 1000]]",19.8
3.0,greedy,Winner,30.5,13000,6000.0,2000,6000,0,29,"[3, 5, 6, 7, 13, 17, 23, 24, 8, 10, 16, 22, 25, 30, 0, 4, 10, 12, 14, 17, 20, 23, 28, 29, 0, 5, 8, 14, 20, 24, 8]",6.0,2.0,"[5, 23, 10, 14, 28, 29]","[9, 6, 3]","[[3, 2000]]",19.360000000000007
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,82,20.049269199371334,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,22.0,13000,6000.0,2000,8000,0,29,"[4, 9, 15, 16, 19, 20, 23, 28, 31, 3, 7, 11, 16, 21, 26, 27, 28, 29, 3, 8, 10, 14, 19, 23, 27, 31, 4, 9, 11]",6.0,0.0,"[4, 9, 20, 23, 28, 21, 27, 14]","[3, 4, 1]","[[3, 2000]]",19.4
2.0,greedy,Winner,29.5,14000,6000.0,0,13000,0,26,"[5, 10, 15, 19, 25, 29, 3, 5, 9, 13, 15, 17, 20, 21, 24, 8, 9, 12, 17, 20, 22, 27, 31, 3, 7, 12, 18]",6.0,1.0,"[5, 10, 15, 19, 25, 29, 3, 17, 22, 18]","[7, 5, 8]",[],19.750000000000007
3.0,greedy,Loser,30.5,12000,6000.0,1000,8000,0,29,"[1, 4, 7, 8, 9, 15, 20, 26, 31, 5, 6, 11, 12, 15, 19, 25, 26, 31, 0, 3, 8, 14, 15, 21, 22, 26, 0, 1, 2]",6.0,0.0,"[1, 7, 26, 31, 6, 11, 12, 2]","[12, 2, 11]","[[11, 1000]]",19.51
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,83,20.00553202629089,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,22.0,11000,6000.0,0,9000,0,27,"[5, 10, 13, 18, 24, 8, 13, 18, 20, 24, 8, 14, 15, 19, 23, 26, 27, 28, 0, 6, 9, 14, 15, 16, 22, 26, 0, 4, 9]",6.0,2.0,"[5, 10, 13, 18, 20, 15, 23, 28, 9]","[12, 2, 8]",[],19.660000000000004
2.0,greedy,Loser,29.5,15000,6000.0,2000,11000,0,27,"[2, 6, 11, 16, 17, 19, 25, 29, 1, 7, 8, 11, 17, 19, 25, 26, 30, 4, 8, 10, 12, 15, 16, 22, 27, 1, 4]",6.0,0.0,"[2, 6, 11, 17, 29, 7, 30, 4, 22]","[6, 3, 7]","[[3, 2000]]",19.660000000000007
3.0,greedy,Winner,31.5,17000,6000.0,1000,15000,0,25,"[1, 6, 8, 14, 19, 25, 27, 31, 3, 8, 12, 18, 20, 26, 31, 0, 6, 7, 12, 16, 18, 24, 8, 14, 20, 21]",6.0,1.0,"[1, 14, 19, 25, 27, 31, 3, 26, 12, 21]","[11, 4, 9]","[[11, 1000]]",19.4
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,84,20.048383951187134,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,22.0,11000,6000.0,0,9000,0,28,"[3, 4, 6, 9, 15, 16, 18, 19, 23, 26, 0, 4, 7, 13, 19, 21, 26, 27, 30, 31, 3, 7, 13, 17, 23, 27, 31, 2]",6.0,0.0,"[3, 6, 9, 15, 18, 23, 21, 30, 17]","[6, 5, 11]",[],19.78
2.0,greedy,Loser,29.5,12000,5000.0,2000,8000,0,28,"[1, 7, 12, 16, 22, 27, 29, 1, 5, 9, 14, 15, 20, 26, 27, 28, 0, 1, 6, 7, 10, 11, 15, 18, 21, 24, 8, 9, 12]",5.0,1.0,"[1, 7, 12, 22, 27, 29, 5, 26]","[4, 1, 9]","[[1, 2000]]",19.450000000000006
3.0,greedy,Winner,32.5,13000,6000.0,2000,8000,0,28,"[4, 8, 11, 12, 13, 19, 20, 22, 25, 30, 1, 6, 10, 11, 16, 18, 21, 25, 26, 31, 3, 9, 13, 19, 20, 25, 31, 3]",6.0,0.0,"[4, 11, 13, 19, 20, 25, 10, 31]","[7, 12, 3]","[[3, 2000]]",19.35
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,85,20.00804948806763,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,23.0,15000,6000.0,4000,8000,0,29,"[4, 7, 12, 18, 20, 23, 25, 29, 2, 7, 13, 15, 19, 24, 8, 11, 13, 16, 21, 23, 24, 8, 12, 16, 20, 26, 29, 31, 3, 4, 7]",6.0,2.0,"[4, 7, 18, 23, 25, 29, 15, 19]","[1, 7, 3]","[[1, 2000], [3, 2000]]",19.710000000000004
2.0,greedy,Loser,29.5,11000,6000.0,0,9000,0,28,"[3, 6, 12, 18, 20, 26, 28, 30, 1, 2, 7, 10, 13, 17, 21, 27, 30, 3, 4, 7, 11, 12, 16, 20, 26, 0, 2, 5]",6.0,0.0,"[3, 6, 12, 20, 26, 28, 10, 17, 11]","[5, 9, 2]",[],19.510000000000005
3.0,greedy,Loser,32.5,10000,5000.0,0,8000,0,28,"[1, 2, 4, 6, 7, 13, 16, 22, 25, 27, 31, 1, 4, 8, 9, 15, 19, 21, 23, 26, 27, 0, 1, 4, 6, 11, 13, 16]",5.0,0.0,"[1, 2, 13, 22, 27, 31, 9, 21]","[8, 6, 12]",[],19.650000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,86,20.14593505859375,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,24.0,15000,6000.0,4000,10000,0,27,"[4, 8, 9, 11, 12, 17, 22, 23, 27, 30, 3, 9, 15, 19, 23, 28, 1, 7, 13, 19, 22, 25, 28, 31, 1, 6, 11]",6.0,0.0,"[4, 9, 12, 17, 22, 23, 3, 13, 25, 31]","[2, 3, 6]","[[2, 2000], [3, 2000]]",19.630000000000006
2.0,greedy,Loser,29.5,13000,6000.0,2000,7000,0,30,"[5, 8, 11, 14, 18, 19, 20, 23, 28, 0, 4, 7, 10, 11, 16, 22, 27, 1, 7, 8, 9, 13, 14, 15, 18, 24, 8, 9, 11, 12, 18]",6.0,1.0,"[5, 11, 18, 19, 20, 28, 7]","[11, 4, 12]","[[11, 1000], [11, 1000]]",19.92
3.0,greedy,Loser,32.5,12000,5000.0,2000,7000,0,29,"[2, 6, 11, 14, 15, 16, 21, 22, 27, 28, 1, 3, 7, 9, 11, 13, 15, 20, 21, 24, 8, 11, 15, 18, 21, 27, 0, 1, 3, 4]",5.0,1.0,"[2, 6, 14, 15, 21, 27, 1]","[1, 9, 10]","[[1, 2000]]",19.630000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,87,20.086244821548465,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,24.0,11000,6000.0,0,8000,0,29,"[2, 7, 10, 15, 17, 19, 23, 25, 30, 31, 2, 6, 7, 9, 15, 20, 26, 29, 3, 8, 14, 16, 20, 26, 29, 1, 5, 6, 11]",6.0,0.0,"[2, 7, 10, 17, 19, 23, 29, 5]","[9, 12, 5]",[],19.74
2.0,greedy,Winner,30.5,16000,6000.0,5000,9000,0,27,"[3, 6, 8, 12, 17, 20, 26, 30, 4, 10, 16, 22, 25, 30, 2, 8, 13, 14, 19, 22, 24, 8, 14, 16, 20, 25, 26, 30]",6.0,1.0,"[3, 6, 12, 20, 26, 30, 4, 22, 14]","[1, 10, 11]","[[1, 2000], [11, 1000], [11, 1000], [11, 1000]]",19.53
3.0,greedy,Loser,32.5,12000,5000.0,2000,9000,0,27,"[2, 3, 9, 15, 18, 21, 25, 26, 28, 0, 4, 9, 12, 13, 15, 16, 19, 23, 28, 31, 1, 4, 10, 12, 18, 21, 26]",5.0,0.0,"[9, 15, 18, 21, 25, 28, 13, 31, 1]","[4, 2, 8]","[[2, 2000]]",19.95
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,88,20.082820653915405,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
