ID,Player Type,Winner?,Points,Total Money,Money from GO,Money from Chest,Money from properties,Starting Position,Number of Moves,Path,Times Passed Go,Times in Jail,Properties,Chest Cards,Chest Card Payout,Total Wait
1.0,greedy,Loser,5.0,13000,6000.0,2000,7000,0,28,"[2, 7, 8, 11, 12, 13, 14, 18, 22, 28, 2, 3, 4, 8, 14, 20, 24, 8, 14, 18, 23, 24, 8, 12, 18, 22, 25, 31, 2, 4]",6.0,2.0,"[2, 7, 22, 28, 4, 25, 31]","[6, 10, 2]","[[2, 2000]]",19.650000000000013
2.0,greedy,Winner,8.0,17000,6000.0,3000,11000,0,29,"[3, 6, 11, 13, 14, 15, 21, 26, 31, 2, 3, 9, 12, 15, 20, 22, 23, 29, 2, 7, 9, 12, 16, 20, 21, 24, 8, 9, 13, 17]",6.0,1.0,"[3, 11, 13, 14, 15, 21, 20, 29]","[5, 8, 4]","[[8, 3000]]",20.030000000000005
3.0,greedy,Loser,9.0,12000,5000.0,2000,10000,0,26,"[6, 12, 18, 23, 26, 0, 2, 3, 9, 10, 14, 16, 18, 21, 24, 8, 9, 11, 14, 15, 17, 21, 22, 28, 1, 5, 8]",5.0,1.0,"[6, 12, 18, 23, 26, 9, 10, 17, 1, 5]","[7, 1, 12]","[[1, 2000]]",19.71
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,23,20.000094175338745,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,5.0,13000,5000.0,1000,12000,0,26,"[6, 9, 10, 16, 22, 26, 29, 1, 6, 10, 15, 21, 24, 8, 12, 16, 19, 20, 23, 26, 27, 31, 2, 4, 9, 12, 15]",5.0,1.0,"[9, 10, 22, 26, 29, 1, 21, 31, 2, 4]","[12, 9, 6]","[[12, 1000]]",19.590000000000007
2.0,greedy,Winner,9.0,16000,5000.0,6000,8000,0,29,"[6, 7, 11, 12, 14, 19, 20, 23, 29, 31, 0, 3, 9, 14, 20, 22, 25, 27, 1, 5, 9, 14, 15, 17, 19, 20, 25, 26, 27]",5.0,0.0,"[6, 7, 12, 14, 19, 20, 3, 27]","[11, 3, 1]","[[11, 1000], [11, 1000], [3, 2000], [1, 2000]]",19.750000000000004
3.0,greedy,Loser,9.0,10000,5000.0,0,8000,0,28,"[5, 11, 13, 18, 23, 24, 8, 9, 12, 15, 20, 23, 24, 8, 12, 17, 19, 25, 30, 1, 3, 8, 10, 14, 18, 19, 23, 25, 27, 31]",5.0,2.0,"[5, 11, 13, 18, 23, 15, 17, 25]","[10, 8, 5]",[],19.62
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,24,20.00071692466736,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,5.0,11000,6000.0,0,8000,0,29,"[4, 5, 8, 11, 12, 15, 17, 23, 27, 0, 4, 8, 11, 15, 20, 23, 29, 3, 9, 14, 15, 16, 22, 27, 1, 4, 5, 7, 8]",6.0,0.0,"[4, 5, 12, 17, 27, 29, 3, 9]","[2, 10, 9]",[],19.69
2.0,greedy,Winner,10.0,13000,6000.0,2000,8000,0,29,"[6, 7, 11, 16, 22, 23, 25, 26, 31, 1, 6, 7, 12, 13, 14, 20, 25, 30, 1, 5, 9, 13, 16, 17, 18, 20, 25, 30, 3]",6.0,0.0,"[7, 11, 22, 23, 25, 26, 13, 18]","[6, 1, 8]","[[1, 2000]]",19.6
3.0,greedy,Loser,9.0,11000,5000.0,1000,9000,0,26,"[6, 10, 14, 15, 20, 25, 30, 1, 5, 7, 9, 12, 17, 20, 21, 24, 8, 13, 15, 19, 21, 24, 8, 14, 17, 21, 27, 30]",5.0,2.0,"[6, 10, 14, 15, 20, 30, 1, 21, 19]","[12, 11, 4]","[[11, 1000]]",19.580000000000005
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,25,20.000408411026,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,5.0,11000,6000.0,0,8000,0,29,"[5, 8, 11, 16, 17, 19, 24, 8, 12, 16, 20, 23, 26, 28, 2, 6, 8, 12, 18, 19, 22, 28, 2, 5, 10, 12, 13, 19, 23, 24]",6.0,1.0,"[5, 11, 17, 20, 23, 28, 18, 10]","[2, 7, 6]",[],19.83
2.0,greedy,Winner,11.0,13000,5000.0,3000,8000,0,28,"[4, 7, 8, 13, 16, 21, 26, 27, 29, 30, 0, 6, 10, 11, 14, 17, 20, 22, 24, 8, 13, 16, 20, 23, 28, 0, 4, 7, 9]",5.0,1.0,"[4, 13, 21, 26, 29, 30, 6, 9]","[1, 11, 12]","[[1, 2000], [11, 1000]]",19.650000000000013
3.0,greedy,Loser,9.0,11000,6000.0,0,9000,0,28,"[2, 7, 11, 12, 13, 19, 21, 27, 1, 5, 7, 12, 13, 19, 21, 22, 27, 29, 2, 4, 8, 13, 14, 17, 23, 28, 31, 3]",6.0,0.0,"[2, 7, 12, 19, 27, 1, 22, 14, 31]","[10, 4, 9]",[],19.54
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,26,20.000122547149655,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,6.0,19000,7000.0,5000,10000,0,28,"[3, 9, 15, 18, 19, 23, 26, 30, 2, 7, 9, 14, 20, 23, 29, 0, 6, 12, 14, 15, 19, 25, 28, 2, 7, 9, 11, 17]",7.0,0.0,"[9, 15, 18, 26, 30, 2, 7, 29]","[9, 1, 10]","[[9, 2000], [1, 2000], [10, 1000]]",19.81
2.0,greedy,Loser,11.0,13000,5000.0,3000,10000,0,26,"[5, 10, 15, 19, 23, 25, 26, 28, 2, 6, 9, 14, 19, 22, 26, 30, 0, 1, 4, 5, 6, 11, 17, 19, 25, 27]",5.0,0.0,"[5, 10, 19, 23, 25, 28, 14, 22, 1, 27]","[3, 2, 11]","[[3, 2000], [11, 1000]]",19.64
3.0,greedy,Loser,9.0,11000,6000.0,0,9000,0,27,"[3, 6, 10, 13, 17, 19, 21, 24, 8, 12, 16, 17, 20, 26, 0, 5, 8, 11, 14, 17, 23, 29, 30, 2, 4, 6, 11, 17]",6.0,1.0,"[3, 6, 13, 17, 21, 12, 20, 11, 4]","[4, 8, 5]",[],19.620000000000005
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,27,20.095507383346558,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,6.0,12000,6000.0,1000,8000,0,29,"[4, 9, 15, 19, 25, 26, 28, 30, 31, 2, 6, 9, 11, 17, 19, 20, 26, 27, 0, 5, 7, 9, 15, 19, 22, 26, 27, 31, 1]",6.0,0.0,"[4, 9, 15, 25, 26, 30, 11, 7]","[7, 11, 12]","[[11, 1000]]",19.910000000000007
2.0,greedy,Winner,12.0,14000,5000.0,2000,11000,0,27,"[4, 8, 10, 16, 18, 20, 21, 26, 27, 29, 2, 5, 8, 12, 18, 22, 24, 8, 14, 18, 22, 26, 28, 30, 31, 2, 4, 6]",5.0,1.0,"[10, 18, 20, 21, 27, 29, 12, 14, 31]","[1, 4, 8]","[[1, 2000]]",20.0
3.0,greedy,Loser,9.0,13000,6000.0,2000,8000,0,28,"[2, 8, 13, 19, 22, 28, 0, 5, 6, 11, 12, 17, 23, 27, 0, 6, 8, 13, 19, 20, 24, 8, 10, 14, 16, 18, 21, 24, 8, 10]",6.0,2.0,"[2, 13, 19, 22, 28, 5, 6, 17]","[6, 2, 3]","[[3, 2000]]",19.65
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,28,20.037605047225952,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,6.0,11000,6000.0,0,8000,0,28,"[2, 5, 9, 15, 16, 21, 25, 26, 30, 3, 8, 14, 20, 22, 24, 8, 14, 17, 19, 21, 27, 31, 4, 10, 16, 20, 23, 26, 27]",6.0,1.0,"[2, 5, 15, 21, 25, 26, 22, 31]","[6, 11, 5]",[],19.860000000000007
2.0,greedy,Tie,12.5,14000,5000.0,0,12000,0,28,"[4, 9, 11, 16, 20, 23, 24, 8, 10, 12, 18, 20, 23, 25, 28, 1, 3, 8, 10, 13, 17, 19, 22, 27, 28, 0, 1, 4, 8]",5.0,1.0,"[4, 9, 11, 20, 23, 12, 18, 28]","[1, 4, 10]",[],19.94
3.0,greedy,Tie,9.5,14000,6000.0,1000,10000,0,28,"[1, 3, 9, 10, 11, 14, 17, 21, 23, 24, 8, 10, 13, 19, 24, 8, 12, 15, 21, 22, 23, 27, 0, 5, 11, 17, 20, 25, 31, 0]",6.0,2.0,"[1, 3, 10, 14, 17, 13, 19, 27]","[12, 7, 2]","[[12, 1000]]",19.58
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,29,20.04829955101013,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,7.0,15000,6000.0,2000,11000,0,27,"[1, 5, 9, 13, 16, 22, 28, 0, 2, 3, 8, 13, 14, 18, 22, 27, 29, 31, 4, 6, 10, 16, 17, 22, 28, 2, 7]",6.0,0.0,"[1, 9, 13, 22, 28, 2, 3, 27, 6]","[5, 6, 3]","[[3, 2000]]",19.91
2.0,greedy,Loser,12.5,12000,7000.0,0,8000,0,30,"[4, 7, 9, 15, 20, 25, 26, 0, 2, 7, 11, 17, 18, 23, 29, 1, 3, 4, 10, 14, 17, 23, 25, 28, 2, 6, 10, 13, 16, 17]",7.0,0.0,"[4, 7, 15, 20, 25, 26, 11, 17]","[7, 8, 10]",[],19.95
3.0,greedy,Loser,9.5,10000,5000.0,0,7000,0,29,"[5, 10, 12, 14, 15, 18, 23, 26, 27, 0, 3, 5, 10, 16, 18, 24, 8, 12, 15, 16, 22, 24, 8, 12, 13, 15, 16, 21, 22, 26, 27]",5.0,2.0,"[5, 10, 12, 14, 18, 23, 21]","[4, 12, 9]",[],19.75
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,30,20.281025648117065,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,7.0,10000,5000.0,0,9000,0,27,"[5, 11, 16, 20, 24, 8, 10, 15, 18, 19, 21, 27, 29, 31, 0, 6, 9, 10, 16, 19, 22, 26, 27, 28, 31, 0, 4, 5]",5.0,1.0,"[5, 11, 20, 10, 15, 18, 21, 27, 28]","[6, 2, 12]",[],19.64
2.0,greedy,Loser,12.5,14000,5000.0,2000,11000,0,28,"[2, 8, 9, 14, 20, 22, 26, 30, 2, 5, 6, 10, 13, 14, 19, 23, 25, 31, 2, 8, 10, 15, 20, 22, 23, 25, 26, 29]",5.0,0.0,"[2, 9, 14, 22, 26, 6, 23, 31, 29]","[9, 7, 3]","[[3, 2000]]",20.18
3.0,greedy,Winner,10.5,16000,7000.0,2000,10000,0,28,"[3, 4, 9, 13, 19, 25, 30, 1, 4, 6, 8, 12, 16, 20, 24, 8, 12, 14, 18, 21, 25, 31, 5, 9, 15, 21, 27, 28, 0]",7.0,1.0,"[3, 4, 13, 19, 25, 30, 1, 12]","[4, 11, 8]","[[11, 1000], [11, 1000]]",19.790000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,31,20.141098499298092,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,7.0,13000,6000.0,2000,7000,0,29,"[2, 6, 12, 13, 18, 19, 23, 27, 28, 1, 3, 9, 10, 13, 19, 21, 26, 27, 1, 5, 8, 12, 14, 15, 20, 24, 8, 11, 13, 19]",6.0,1.0,"[2, 12, 13, 23, 28, 3, 26]","[1, 5, 7]","[[1, 2000]]",19.630000000000006
2.0,greedy,Winner,13.5,15000,6000.0,1000,13000,0,27,"[5, 10, 11, 15, 19, 20, 25, 27, 0, 6, 7, 9, 13, 16, 21, 25, 31, 4, 10, 15, 18, 22, 26, 29, 30, 3, 6]",6.0,0.0,"[5, 10, 11, 15, 19, 20, 9, 25, 4, 22]","[2, 10, 8]","[[10, 1000]]",20.050000000000004
3.0,greedy,Loser,10.5,11000,6000.0,0,8000,0,28,"[6, 7, 12, 14, 18, 21, 27, 29, 1, 3, 7, 13, 15, 20, 24, 8, 9, 13, 19, 24, 8, 11, 15, 21, 27, 31, 2, 6, 12, 14]",6.0,2.0,"[6, 7, 14, 18, 21, 27, 1, 31]","[12, 6, 4]",[],19.809999999999995
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,32,20.08150029182434,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,7.0,11000,6000.0,0,9000,0,26,"[5, 9, 13, 18, 21, 24, 8, 10, 15, 19, 24, 8, 9, 12, 17, 21, 27, 0, 1, 6, 8, 9, 14, 17, 22, 27, 31, 0]",6.0,2.0,"[5, 9, 13, 18, 10, 15, 27, 1, 31]","[2, 4, 10]",[],19.68
2.0,greedy,Loser,13.5,11000,6000.0,0,9000,0,27,"[3, 8, 9, 14, 19, 21, 24, 8, 9, 13, 19, 22, 25, 26, 29, 2, 6, 10, 15, 18, 23, 25, 30, 1, 6, 11, 12, 18]",6.0,1.0,"[14, 19, 21, 25, 26, 29, 2, 6, 23]","[7, 5, 6]",[],19.98
3.0,greedy,Winner,11.5,15000,6000.0,4000,6000,0,30,"[3, 8, 11, 12, 17, 18, 22, 24, 8, 13, 14, 16, 20, 24, 8, 12, 17, 18, 24, 8, 9, 15, 20, 24, 8, 11, 17, 20, 26, 29, 0, 5, 8, 11]",6.0,4.0,"[3, 11, 12, 17, 22, 20]","[12, 11, 1]","[[11, 1000], [11, 1000], [1, 2000]]",19.81
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,33,20.068881750106808,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,8.0,14000,7000.0,2000,9000,0,29,"[4, 9, 15, 21, 22, 28, 2, 3, 9, 12, 15, 17, 22, 28, 29, 2, 5, 7, 13, 16, 21, 26, 28, 31, 4, 7, 12, 15, 20]",7.0,0.0,"[4, 9, 15, 21, 22, 28, 2, 29, 7]","[3, 9, 8]","[[3, 2000]]",19.92
2.0,greedy,Loser,13.5,12000,7000.0,0,9000,0,28,"[6, 12, 13, 15, 16, 19, 23, 28, 0, 5, 10, 13, 17, 22, 27, 1, 4, 10, 15, 18, 24, 8, 9, 13, 17, 22, 26, 31, 2]",7.0,1.0,"[6, 12, 13, 19, 23, 5, 10, 27, 1]","[4, 2, 6]",[],19.890000000000004
3.0,greedy,Loser,11.5,13000,6000.0,2000,8000,0,30,"[6, 11, 16, 17, 18, 20, 21, 26, 31, 4, 8, 13, 17, 20, 25, 26, 29, 0, 5, 8, 9, 11, 17, 19, 22, 25, 30, 0, 4, 10]",6.0,0.0,"[11, 17, 18, 20, 26, 31, 25, 30]","[10, 1, 7]","[[1, 2000]]",19.970000000000006
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,34,20.007083654403687,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,8.5,13000,6000.0,2000,7000,0,29,"[4, 7, 12, 15, 16, 18, 24, 8, 13, 18, 24, 8, 11, 13, 19, 21, 26, 31, 0, 2, 7, 12, 16, 19, 21, 26, 28, 2, 4, 10, 15]",6.0,2.0,"[4, 7, 12, 15, 13, 11, 26]","[10, 11, 6]","[[11, 1000], [11, 1000]]",19.77
2.0,greedy,Loser,13.5,10000,5000.0,0,9000,0,28,"[2, 7, 8, 14, 19, 25, 27, 31, 5, 7, 10, 11, 14, 15, 16, 22, 23, 29, 31, 3, 6, 8, 9, 12, 18, 19, 22, 23]",5.0,0.0,"[2, 14, 19, 25, 27, 31, 22, 23, 9]","[7, 8, 5]",[],19.64
3.0,greedy,Tie,12.0,13000,5000.0,1000,11000,0,28,"[3, 5, 8, 10, 14, 18, 21, 27, 1, 2, 6, 7, 13, 15, 20, 21, 23, 24, 8, 14, 16, 21, 27, 28, 31, 4, 5, 10, 14]",5.0,1.0,"[3, 5, 10, 18, 21, 1, 6, 20, 28]","[2, 12, 4]","[[12, 1000]]",19.9
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,35,20.000333070755005,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,8.5,13000,6000.0,2000,8000,0,28,"[1, 5, 7, 11, 15, 19, 23, 27, 31, 5, 11, 12, 13, 18, 19, 24, 8, 9, 15, 18, 20, 26, 31, 1, 3, 8, 11, 17, 18]",6.0,1.0,"[5, 7, 11, 15, 23, 31, 18, 20]","[9, 1, 5]","[[1, 2000]]",19.700000000000006
2.0,greedy,Winner,14.5,14000,5000.0,2000,11000,0,27,"[4, 8, 12, 13, 14, 19, 24, 8, 10, 14, 17, 21, 24, 8, 12, 13, 16, 22, 26, 30, 2, 3, 7, 12, 14, 19, 20, 26, 27]",5.0,2.0,"[4, 12, 13, 19, 10, 22, 26, 30, 2]","[3, 4, 8]","[[3, 2000]]",19.800000000000004
3.0,greedy,Loser,12.0,13000,6000.0,0,9000,0,29,"[1, 3, 7, 8, 14, 17, 21, 27, 28, 30, 4, 9, 12, 14, 16, 21, 24, 8, 13, 15, 18, 21, 22, 24, 8, 13, 18, 24, 8, 14, 20, 21]",6.0,3.0,"[1, 3, 14, 17, 21, 27, 9]","[6, 2, 11]",[],19.81
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,36,20.15056800842285,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,8.5,10000,5000.0,0,9000,0,28,"[4, 6, 8, 14, 17, 23, 28, 1, 3, 4, 10, 15, 21, 23, 25, 29, 3, 6, 7, 8, 11, 17, 18, 20, 24, 8, 11, 12, 13]",5.0,1.0,"[4, 14, 17, 23, 28, 1, 25, 29, 7]","[5, 9, 8]",[],19.72
2.0,greedy,Winner,15.5,13000,6000.0,2000,8000,0,29,"[2, 3, 6, 12, 17, 22, 24, 8, 10, 15, 17, 20, 26, 29, 0, 5, 9, 11, 13, 16, 22, 26, 0, 1, 7, 13, 16, 20, 21, 26]",6.0,1.0,"[2, 3, 12, 22, 10, 15, 20, 9]","[1, 2, 12]","[[1, 2000]]",19.59
3.0,greedy,Loser,12.0,10000,5000.0,0,8000,0,29,"[6, 11, 13, 18, 21, 23, 26, 29, 1, 5, 8, 13, 17, 18, 24, 8, 10, 13, 17, 19, 20, 22, 24, 8, 12, 15, 18, 19, 22, 25, 31]",5.0,2.0,"[6, 11, 13, 18, 21, 26, 5, 19]","[4, 7, 11]",[],20.07
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,37,20.000610828399655,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Tie,9.0,11000,5000.0,1000,9000,0,27,"[1, 4, 9, 12, 14, 16, 21, 27, 0, 6, 9, 10, 14, 20, 25, 26, 28, 29, 0, 2, 7, 9, 13, 17, 20, 24, 8, 9]",5.0,1.0,"[1, 9, 14, 21, 27, 10, 26, 28, 2]","[5, 9, 11]","[[11, 1000]]",19.58
2.0,greedy,Loser,15.5,10000,5000.0,0,9000,0,28,"[4, 5, 11, 15, 16, 20, 25, 26, 27, 0, 4, 6, 7, 11, 15, 20, 25, 26, 31, 1, 3, 6, 11, 14, 17, 19, 22, 23]",5.0,0.0,"[4, 5, 11, 15, 20, 25, 7, 31, 17]","[2, 10, 4]",[],19.65
3.0,greedy,Tie,12.5,11000,6000.0,0,7000,0,30,"[3, 6, 12, 18, 19, 20, 21, 23, 25, 29, 3, 5, 11, 12, 14, 19, 22, 25, 27, 1, 3, 4, 10, 14, 20, 25, 28, 2, 5, 6]",6.0,0.0,"[3, 6, 12, 18, 19, 23, 22]","[12, 7, 6]",[],19.770000000000003
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,38,20.226238727569577,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,10.0,15000,6000.0,4000,7000,0,30,"[2, 3, 7, 8, 9, 13, 15, 17, 23, 26, 27, 0, 1, 7, 13, 15, 18, 24, 8, 14, 16, 21, 26, 27, 31, 1, 7, 13, 15, 21, 23]",6.0,1.0,"[2, 13, 15, 23, 26, 18, 31]","[4, 1, 2]","[[1, 2000], [2, 2000]]",20.01
2.0,greedy,Loser,15.5,12000,5000.0,0,10000,0,28,"[3, 7, 8, 10, 12, 13, 16, 22, 27, 30, 1, 7, 8, 13, 18, 19, 23, 24, 8, 13, 16, 18, 22, 25, 27, 29, 0, 5, 8]",5.0,1.0,"[3, 7, 10, 12, 22, 27, 1, 29]","[6, 7, 5]",[],19.780000000000012
3.0,greedy,Loser,12.5,11000,5000.0,1000,10000,0,27,"[5, 8, 9, 14, 17, 19, 24, 8, 13, 14, 19, 20, 21, 25, 26, 30, 1, 2, 8, 12, 16, 22, 23, 25, 27, 30, 3, 6]",5.0,1.0,"[5, 9, 14, 17, 19, 20, 21, 25, 30, 6]","[11, 9, 10]","[[11, 1000]]",20.160000000000004
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,39,20.083004236221317,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Winner,11.0,16000,6000.0,2000,13000,0,27,"[5, 6, 11, 17, 22, 28, 2, 6, 9, 13, 15, 16, 21, 26, 0, 4, 7, 9, 11, 14, 19, 22, 26, 0, 6, 9, 15]",6.0,0.0,"[5, 6, 11, 17, 22, 28, 2, 7, 14, 15]","[1, 6, 2]","[[1, 2000]]",19.82
2.0,greedy,Loser,15.5,11000,6000.0,0,7000,0,30,"[4, 8, 10, 12, 13, 18, 19, 24, 8, 12, 17, 21, 23, 28, 30, 2, 6, 7, 8, 13, 19, 23, 29, 30, 0, 4, 8, 11, 13, 18, 23]",6.0,1.0,"[10, 12, 13, 18, 19, 21, 23]","[7, 12, 10]",[],20.01
3.0,greedy,Loser,12.5,15000,6000.0,2000,11000,0,28,"[4, 5, 9, 12, 16, 17, 20, 26, 31, 2, 5, 11, 16, 19, 25, 29, 30, 2, 3, 6, 7, 13, 18, 23, 29, 30, 4, 9]",6.0,0.0,"[4, 9, 20, 26, 31, 25, 29, 30, 3]","[5, 11, 9]","[[11, 1000], [11, 1000]]",19.85
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,40,20.06834101676941,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,11.0,11000,6000.0,0,9000,0,26,"[1, 3, 4, 10, 15, 19, 22, 27, 1, 7, 9, 15, 18, 22, 24, 8, 11, 13, 17, 22, 24, 8, 12, 17, 23, 28, 2, 4]",6.0,2.0,"[1, 10, 15, 19, 22, 7, 9, 13, 28]","[7, 2, 10]",[],19.58
2.0,greedy,Winner,16.5,14000,6000.0,3000,8000,0,28,"[3, 8, 14, 17, 21, 23, 25, 29, 31, 3, 5, 11, 14, 20, 26, 27, 0, 2, 3, 7, 9, 11, 14, 20, 24, 8, 13, 16, 21]",6.0,1.0,"[3, 14, 17, 21, 23, 25, 11, 20]","[12, 11, 3]","[[11, 1000], [3, 2000]]",19.98
3.0,greedy,Loser,12.5,13000,6000.0,2000,9000,0,28,"[2, 4, 6, 12, 17, 18, 23, 27, 28, 2, 5, 6, 7, 12, 16, 19, 22, 27, 31, 3, 7, 8, 13, 16, 21, 26, 31, 2]",6.0,0.0,"[2, 4, 6, 12, 18, 27, 5, 31, 26]","[4, 1, 8]","[[1, 2000]]",19.95
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,41,20.000542402267453,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,11.0,12000,5000.0,2000,8000,0,28,"[1, 6, 7, 10, 12, 18, 21, 27, 31, 3, 4, 8, 10, 11, 15, 19, 22, 23, 24, 8, 12, 17, 21, 22, 28, 29, 31, 1, 6]",5.0,1.0,"[1, 6, 7, 10, 18, 21, 4, 23]","[6, 3, 10]","[[3, 2000]]",19.820000000000004
2.0,greedy,Loser,16.5,13000,5000.0,1000,11000,0,26,"[3, 6, 12, 16, 19, 20, 24, 8, 12, 17, 21, 22, 28, 29, 1, 6, 8, 10, 15, 17, 20, 23, 29, 31, 3, 6, 7]",5.0,1.0,"[3, 12, 19, 20, 22, 28, 29, 15, 31]","[7, 12, 8]","[[12, 1000]]",19.69
3.0,greedy,Winner,13.5,17000,5000.0,4000,12000,0,28,"[2, 3, 9, 13, 14, 17, 19, 21, 26, 27, 0, 1, 4, 9, 11, 16, 17, 22, 27, 31, 4, 8, 14, 18, 19, 25, 29, 31]",5.0,0.0,"[2, 9, 13, 14, 17, 26, 11, 27, 25]","[4, 5, 2]","[[5, 4000]]",19.65
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,42,20.02834153175354,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,11.0,11000,6000.0,0,9000,0,27,"[5, 7, 13, 19, 22, 24, 8, 14, 17, 20, 26, 28, 2, 8, 14, 17, 23, 25, 30, 31, 2, 6, 11, 15, 18, 20, 23, 24]",6.0,1.0,"[5, 7, 13, 19, 22, 26, 25, 30, 15]","[10, 2, 8]",[],19.630000000000006
2.0,greedy,Loser,16.5,15000,6000.0,4000,9000,0,28,"[2, 4, 5, 6, 11, 17, 22, 23, 28, 31, 3, 9, 15, 21, 23, 28, 0, 5, 7, 8, 14, 18, 22, 27, 30, 31, 5, 11]",6.0,0.0,"[2, 4, 6, 17, 23, 28, 9, 21, 27]","[5, 11, 1]","[[11, 1000], [11, 1000], [1, 2000]]",19.920000000000005
3.0,greedy,Winner,14.5,17000,6000.0,2000,13000,0,27,"[3, 8, 11, 14, 18, 20, 24, 8, 13, 17, 22, 26, 29, 31, 5, 11, 14, 19, 23, 29, 1, 2, 4, 7, 10, 13, 19, 24]",6.0,1.0,"[3, 11, 14, 18, 20, 29, 31, 1, 10]","[3, 9, 7]","[[3, 2000]]",19.570000000000004
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,43,20.00040888786316,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
1.0,greedy,Loser,11.0,15000,6000.0,4000,9000,0,27,"[6, 7, 8, 11, 16, 20, 22, 26, 27, 1, 4, 10, 15, 21, 26, 31, 3, 8, 14, 18, 19, 24, 8, 14, 19, 21, 22, 28]",6.0,1.0,"[7, 11, 20, 22, 26, 27, 10, 21, 28]","[11, 9, 1]","[[11, 1000], [11, 1000], [1, 2000]]",19.720000000000006
2.0,greedy,Winner,17.5,20000,5000.0,5000,14000,0,26,"[1, 6, 9, 12, 18, 19, 25, 26, 31, 3, 8, 12, 17, 19, 22, 24, 8, 9, 14, 16, 17, 23, 29, 30, 3, 8, 10]",5.0,1.0,"[1, 9, 18, 19, 25, 31, 3, 17, 30]","[4, 12, 7]","[[4, 4000], [12, 1000]]",19.7
3.0,greedy,Loser,14.5,13000,6000.0,2000,8000,0,28,"[6, 12, 14, 18, 23, 29, 2, 4, 8, 13, 19, 25, 29, 0, 3, 9, 12, 16, 22, 23, 24, 8, 14, 17, 19, 21, 24, 8, 10, 15]",6.0,2.0,"[6, 12, 14, 23, 29, 2, 4, 15]","[10, 6, 2]","[[2, 2000]]",19.739999999999995
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,game,44,20.000553607940677,seconds,4.0,x speed,randomized time:,True,trading?:,False,,,,,,
